league,season,team,player,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
ITA-Serie A,2024-25,Hellas Verona,Daniel Mosquera,COL,FW,24,1999,15.3,5,57,15,26.3,3.73,0.98,0.09,0.33,13.5,0,0,0,6.6,6.6,0.12,-1.6,-1.6
ITA-Serie A,2024-25,Hellas Verona,Daniel Oyegoke,ENG,DF,21,2003,1.1,0,1,0,0.0,0.87,0.0,0.0,,23.2,0,0,0,0.0,0.0,0.03,0.0,0.0
ITA-Serie A,2024-25,Hellas Verona,Daniele Ghilardi,ITA,DF,21,2003,22.5,0,12,4,33.3,0.53,0.18,0.0,0.0,13.4,0,0,0,0.6,0.6,0.05,-0.6,-0.6
ITA-Serie A,2024-25,Hellas Verona,Darko Lazović,SRB,"DF,MF",33,1990,16.2,2,19,3,15.8,1.17,0.19,0.05,0.33,18.2,0,1,1,2.5,1.7,0.09,-0.5,-0.7
ITA-Serie A,2024-25,Hellas Verona,Davide Faraoni,ITA,DF,32,1991,2.9,0,1,0,0.0,0.35,0.0,0.0,,3.6,0,0,0,0.2,0.2,0.21,-0.2,-0.2
ITA-Serie A,2024-25,Hellas Verona,Diego Coppola,ITA,DF,20,2003,32.5,2,10,4,40.0,0.31,0.12,0.2,0.5,9.1,0,0,0,0.7,0.7,0.07,1.3,1.3
ITA-Serie A,2024-25,Hellas Verona,Domagoj Bradarić,CRO,DF,24,1999,21.5,1,9,4,44.4,0.42,0.19,0.11,0.25,19.6,0,0,0,0.8,0.8,0.08,0.2,0.2
ITA-Serie A,2024-25,Hellas Verona,Faride Alidou,GER,"FW,MF",23,2001,0.8,0,1,0,0.0,1.27,0.0,0.0,,32.2,0,0,0,0.0,0.0,0.01,0.0,0.0
ITA-Serie A,2024-25,Hellas Verona,Flavius Daniliuc,AUT,DF,23,2001,11.2,0,3,1,33.3,0.27,0.09,0.0,0.0,18.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2024-25,Hellas Verona,Giangiacomo Magnani,ITA,DF,28,1995,11.8,1,11,2,18.2,0.93,0.17,0.09,0.5,10.7,0,0,0,1.1,1.1,0.1,-0.1,-0.1
ITA-Serie A,2024-25,Hellas Verona,Grigoris Kastanos,CYP,"MF,FW",26,1998,9.7,1,22,5,22.7,2.27,0.52,0.05,0.2,23.0,2,0,0,1.0,1.0,0.05,0.0,0.0
ITA-Serie A,2024-25,Hellas Verona,Jackson Tchatchoua,CMR,"DF,MF",22,2001,35.2,2,18,3,16.7,0.51,0.09,0.11,0.67,20.2,0,0,0,1.6,1.6,0.09,0.4,0.4
ITA-Serie A,2024-25,Hellas Verona,Junior Ajayi,CIV,FW,19,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Hellas Verona,Lorenzo Montipò,ITA,GK,28,1996,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Hellas Verona,Martin Frese,DEN,DF,26,1998,6.1,0,2,0,0.0,0.33,0.0,0.0,,23.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2024-25,Hellas Verona,Mathis Lambourde,FRA,"FW,MF",18,2006,1.0,1,2,1,50.0,2.02,1.01,0.5,1.0,18.6,0,0,0,0.2,0.2,0.08,0.8,0.8
ITA-Serie A,2024-25,Hellas Verona,Nicolás Valentini,ARG,DF,23,2001,12.5,0,8,0,0.0,0.64,0.0,0.0,,13.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ITA-Serie A,2024-25,Hellas Verona,Ondrej Duda,SVK,MF,29,1994,26.6,1,25,5,20.0,0.94,0.19,0.04,0.2,27.1,5,0,0,1.0,1.0,0.04,0.0,0.0
ITA-Serie A,2024-25,Hellas Verona,Paweł Dawidowicz,POL,"DF,MF",29,1995,20.5,0,4,0,0.0,0.2,0.0,0.0,,14.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3
ITA-Serie A,2024-25,Hellas Verona,Reda Belahyane,MAR,MF,20,2004,18.4,0,6,2,33.3,0.33,0.11,0.0,0.0,23.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ITA-Serie A,2024-25,Hellas Verona,Simone Perilli,ITA,GK,29,1995,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Hellas Verona,Suat Serdar,GER,MF,27,1997,15.3,2,30,8,26.7,1.96,0.52,0.07,0.25,20.9,0,0,0,1.9,1.9,0.06,0.1,0.1
ITA-Serie A,2024-25,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",22,2002,23.1,0,32,7,21.9,1.38,0.3,0.0,0.0,21.6,4,0,0,1.6,1.6,0.05,-1.6,-1.6
ITA-Serie A,2024-25,Hellas Verona,Yllan Okou,FRA,DF,21,2002,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Inter,Alessandro Bastoni,ITA,DF,25,1999,26.7,1,13,2,15.4,0.49,0.07,0.08,0.5,13.3,0,0,0,0.8,0.8,0.06,0.2,0.2
ITA-Serie A,2024-25,Inter,Benjamin Pavard,FRA,DF,28,1996,17.6,0,8,1,12.5,0.45,0.06,0.0,0.0,12.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5
ITA-Serie A,2024-25,Inter,Carlos Augusto,BRA,DF,25,1999,18.8,3,24,6,25.0,1.28,0.32,0.13,0.5,11.1,0,0,0,2.8,2.8,0.12,0.2,0.2
ITA-Serie A,2024-25,Inter,Davide Frattesi,ITA,MF,24,1999,13.6,5,28,7,25.0,2.06,0.51,0.18,0.71,13.0,0,0,0,4.0,4.0,0.14,1.0,1.0
ITA-Serie A,2024-25,Inter,Denzel Dumfries,NED,"DF,FW",28,1996,21.7,7,36,19,52.8,1.66,0.87,0.19,0.37,10.5,0,0,0,5.4,5.4,0.15,1.6,1.6
ITA-Serie A,2024-25,Inter,Federico Dimarco,ITA,"DF,FW",26,1997,24.2,4,56,21,37.5,2.32,0.87,0.07,0.19,20.1,8,0,0,3.3,3.3,0.06,0.7,0.7
ITA-Serie A,2024-25,Inter,Francesco Acerbi,ITA,DF,36,1988,19.0,0,5,1,20.0,0.26,0.05,0.0,0.0,11.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4
ITA-Serie A,2024-25,Inter,Hakan Çalhanoğlu,TUR,MF,30,1994,21.6,5,42,12,28.6,1.94,0.55,0.05,0.17,27.2,6,3,4,4.4,1.3,0.03,0.6,0.7
ITA-Serie A,2024-25,Inter,Henrikh Mkhitaryan,ARM,MF,35,1989,26.6,1,23,2,8.7,0.86,0.08,0.04,0.5,21.0,0,0,0,1.5,1.5,0.07,-0.5,-0.5
ITA-Serie A,2024-25,Inter,Joaquín Correa,ARG,"FW,MF",29,1994,8.1,2,14,6,42.9,1.72,0.74,0.14,0.33,13.3,0,0,0,2.1,2.1,0.15,-0.1,-0.1
ITA-Serie A,2024-25,Inter,Josep Martinez,ESP,GK,26,1998,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Inter,Kristjan Asllani,ALB,MF,22,2002,11.0,2,14,3,21.4,1.28,0.27,0.0,0.0,25.0,2,2,2,2.5,0.9,0.06,-0.5,-0.9
ITA-Serie A,2024-25,Inter,Lautaro Martínez,ARG,FW,26,1997,28.5,12,102,34,33.3,3.58,1.19,0.12,0.35,13.8,0,0,0,13.5,13.5,0.13,-1.5,-1.5
ITA-Serie A,2024-25,Inter,Luka Topalović,SVN,MF,18,2006,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Inter,Marcus Thuram,FRA,FW,26,1997,25.4,14,65,27,41.5,2.55,1.06,0.22,0.52,13.1,0,0,0,9.9,9.9,0.15,4.1,4.1
ITA-Serie A,2024-25,Inter,Marko Arnautović,AUT,FW,35,1989,6.1,4,14,6,42.9,2.3,0.98,0.29,0.67,8.7,0,0,0,3.3,3.3,0.23,0.7,0.7
ITA-Serie A,2024-25,Inter,Matteo Darmian,ITA,DF,34,1989,19.8,3,11,3,27.3,0.56,0.15,0.27,1.0,14.4,0,0,0,1.9,1.9,0.18,1.1,1.1
ITA-Serie A,2024-25,Inter,Mehdi Taremi,IRN,FW,32,1992,9.1,1,13,5,38.5,1.43,0.55,0.0,0.0,12.0,0,1,1,3.5,2.7,0.21,-2.5,-2.7
ITA-Serie A,2024-25,Inter,Nicola Zalewski,POL,"DF,MF",22,2002,4.8,1,5,3,60.0,1.03,0.62,0.2,0.33,22.1,0,0,0,0.2,0.2,0.05,0.8,0.8
ITA-Serie A,2024-25,Inter,Nicolò Barella,ITA,MF,27,1997,27.7,3,43,9,20.9,1.55,0.32,0.07,0.33,24.8,1,0,0,2.2,2.2,0.05,0.8,0.8
ITA-Serie A,2024-25,Inter,Piotr Zieliński,POL,MF,30,1994,10.9,2,15,4,26.7,1.38,0.37,0.0,0.0,21.7,0,2,2,2.6,1.1,0.07,-0.6,-1.1
ITA-Serie A,2024-25,Inter,Stefan de Vrij,NED,DF,32,1992,19.2,3,13,3,23.1,0.68,0.16,0.23,1.0,10.6,0,0,0,1.1,1.1,0.08,1.9,1.9
ITA-Serie A,2024-25,Inter,Tajon Buchanan,CAN,"DF,FW",25,1999,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Inter,Tomás Palacios,ARG,DF,21,2003,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Inter,Yann Aurel Bisseck,GER,DF,23,2000,18.3,3,21,5,23.8,1.15,0.27,0.14,0.6,11.2,0,0,0,2.6,2.6,0.12,0.4,0.4
ITA-Serie A,2024-25,Inter,Yann Sommer,SUI,GK,35,1988,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Juventus,Alberto costa,POR,DF,20,2003,4.0,0,7,0,0.0,1.76,0.0,0.0,,15.7,0,0,0,0.6,0.6,0.09,-0.6,-0.6
ITA-Serie A,2024-25,Juventus,Andrea Cambiaso,ITA,"DF,FW",24,2000,24.7,2,17,6,35.3,0.69,0.24,0.12,0.33,22.1,0,0,0,0.7,0.7,0.04,1.3,1.3
ITA-Serie A,2024-25,Juventus,Danilo,BRA,DF,33,1991,6.5,0,1,0,0.0,0.15,0.0,0.0,,8.2,0,0,0,0.1,0.1,0.1,-0.1,-0.1
ITA-Serie A,2024-25,Juventus,Diego Pugno,ITA,FW,18,2006,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Juventus,Douglas Luiz,BRA,MF,26,1998,5.9,0,8,2,25.0,1.36,0.34,0.0,0.0,19.8,0,0,0,0.6,0.6,0.08,-0.6,-0.6
ITA-Serie A,2024-25,Juventus,Dušan Vlahović,SRB,FW,24,2000,19.8,10,73,25,34.2,3.68,1.26,0.08,0.24,15.9,7,4,4,12.3,9.2,0.13,-2.3,-3.2
ITA-Serie A,2024-25,Juventus,Federico Gatti,ITA,DF,26,1998,24.4,1,25,9,36.0,1.03,0.37,0.04,0.11,14.4,0,0,0,2.5,2.5,0.1,-1.5,-1.5
ITA-Serie A,2024-25,Juventus,Francisco Conceição,POR,"FW,MF",21,2002,14.9,3,40,13,32.5,2.69,0.87,0.08,0.23,18.1,1,0,0,2.3,2.3,0.06,0.7,0.7
ITA-Serie A,2024-25,Juventus,Gleison Bremer,BRA,DF,27,1997,6.0,0,3,0,0.0,0.5,0.0,0.0,,18.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2024-25,Juventus,Jonas Rouhi,SWE,DF,20,2004,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Juventus,Juan David Cabal,COL,DF,23,2001,5.1,0,5,0,0.0,0.98,0.0,0.0,,21.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2024-25,Juventus,Kenan Yıldız,TUR,"FW,MF",19,2005,26.7,7,61,22,36.1,2.29,0.82,0.11,0.32,17.5,0,0,0,4.3,4.3,0.07,2.7,2.7
ITA-Serie A,2024-25,Juventus,Khéphren Thuram,FRA,MF,23,2001,25.8,4,36,10,27.8,1.39,0.39,0.11,0.4,20.1,0,0,0,3.5,3.5,0.1,0.5,0.5
ITA-Serie A,2024-25,Juventus,Lloyd Kelly,ENG,DF,25,1998,11.3,0,7,1,14.3,0.62,0.09,0.0,0.0,17.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4
ITA-Serie A,2024-25,Juventus,Lorenzo Anghelè,ITA,FW,19,2005,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Juventus,Manuel Locatelli,ITA,MF,26,1998,31.4,2,24,7,29.2,0.77,0.22,0.04,0.14,22.7,0,1,1,1.8,1.0,0.04,0.2,0.0
ITA-Serie A,2024-25,Juventus,Mattia Perin,ITA,GK,31,1992,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Juventus,Michele Di Gregorio,ITA,GK,27,1997,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Juventus,Nicolás González,ARG,"FW,MF",26,1998,19.4,3,45,21,46.7,2.31,1.08,0.07,0.14,15.7,0,0,0,4.1,4.1,0.09,-1.1,-1.1
ITA-Serie A,2024-25,Juventus,Nicolò Fagioli,ITA,MF,23,2001,6.3,0,12,1,8.3,1.89,0.16,0.0,0.0,22.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6
ITA-Serie A,2024-25,Juventus,Nicolò Savona,ITA,DF,21,2003,19.2,2,6,4,66.7,0.31,0.21,0.33,0.5,14.8,0,0,0,0.5,0.5,0.08,1.5,1.5
ITA-Serie A,2024-25,Juventus,Pierre Kalulu,FRA,DF,24,2000,26.0,1,7,3,42.9,0.27,0.12,0.14,0.33,10.9,0,0,0,0.7,0.7,0.1,0.3,0.3
ITA-Serie A,2024-25,Juventus,Randal Kolo Muani,FRA,FW,25,1998,12.9,8,25,13,52.0,1.94,1.01,0.28,0.54,13.2,0,1,1,4.7,3.9,0.16,3.3,3.1
ITA-Serie A,2024-25,Juventus,Renato Veiga,POR,DF,21,2003,12.1,0,12,5,41.7,0.99,0.41,0.0,0.0,14.6,1,0,0,1.0,1.0,0.09,-1.0,-1.0
ITA-Serie A,2024-25,Juventus,Samuel Mbangula,BEL,FW,20,2004,7.9,3,9,5,55.6,1.14,0.63,0.33,0.6,18.7,0,0,0,0.6,0.6,0.07,2.4,2.4
ITA-Serie A,2024-25,Juventus,Teun Koopmeiners,NED,"MF,FW",26,1998,22.2,3,42,10,23.8,1.9,0.45,0.07,0.3,18.2,2,0,0,3.8,3.8,0.09,-0.8,-0.8
ITA-Serie A,2024-25,Juventus,Timothy Weah,USA,"DF,FW",24,2000,18.2,5,21,9,42.9,1.15,0.49,0.24,0.56,20.3,0,0,0,3.4,3.4,0.16,1.6,1.6
ITA-Serie A,2024-25,Juventus,Vasilije Adžić,MNE,"MF,FW",18,2006,0.5,0,1,1,100.0,2.14,2.14,0.0,0.0,29.1,0,0,0,0.0,0.0,0.03,0.0,0.0
ITA-Serie A,2024-25,Juventus,Weston McKennie,USA,"MF,DF",25,1998,25.7,2,22,8,36.4,0.86,0.31,0.09,0.25,12.6,0,0,0,2.9,2.9,0.13,-0.9,-0.9
ITA-Serie A,2024-25,Lazio,Adam Marušić,MNE,DF,31,1992,26.0,4,23,10,43.5,0.89,0.39,0.17,0.4,15.4,0,0,0,2.0,2.0,0.09,2.0,2.0
ITA-Serie A,2024-25,Lazio,Alessio Romagnoli,ITA,DF,29,1995,29.7,2,20,7,35.0,0.67,0.24,0.1,0.29,9.8,0,0,0,2.4,2.4,0.12,-0.4,-0.4
ITA-Serie A,2024-25,Lazio,Arijon Ibrahimović,GER,MF,18,2005,0.1,0,2,0,0.0,22.5,0.0,0.0,,21.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2024-25,Lazio,Boulaye Dia,SEN,"MF,FW",27,1996,24.2,9,39,19,48.7,1.61,0.79,0.23,0.47,13.3,0,0,0,7.1,7.1,0.18,1.9,1.9
ITA-Serie A,2024-25,Lazio,Christos Mandas,GRE,GK,22,2001,9.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Lazio,Elseid Hysaj,ALB,DF,30,1994,4.7,0,2,0,0.0,0.42,0.0,0.0,,17.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2
ITA-Serie A,2024-25,Lazio,Fisayo Dele-Bashiru,NGA,"MF,FW",23,2001,10.5,3,16,5,31.3,1.52,0.48,0.19,0.6,20.9,0,0,0,1.1,1.1,0.07,1.9,1.9
ITA-Serie A,2024-25,Lazio,Gaetano Castrovilli,ITA,"MF,FW",27,1997,1.6,0,2,0,0.0,1.22,0.0,0.0,,19.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2024-25,Lazio,Gustav Isaksen,DEN,FW,23,2001,24.6,4,54,24,44.4,2.2,0.98,0.07,0.17,18.9,0,0,0,5.2,5.2,0.1,-1.2,-1.2
ITA-Serie A,2024-25,Lazio,Ivan Provedel,ITA,GK,30,1994,29.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Lazio,Loum Tchaouna,FRA,"FW,MF",20,2003,7.3,1,23,8,34.8,3.14,1.09,0.04,0.13,17.8,0,0,0,2.5,2.5,0.11,-1.5,-1.5
ITA-Serie A,2024-25,Lazio,Luca Pellegrini,ITA,DF,25,1999,11.9,0,13,4,30.8,1.1,0.34,0.0,0.0,24.4,1,0,0,0.7,0.7,0.05,-0.7,-0.7
ITA-Serie A,2024-25,Lazio,Manuel Lazzari,ITA,DF,30,1993,15.6,0,6,2,33.3,0.38,0.13,0.0,0.0,28.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ITA-Serie A,2024-25,Lazio,Mario Gila,ESP,DF,23,2000,30.5,1,15,4,26.7,0.49,0.13,0.07,0.25,16.7,0,0,0,1.1,1.1,0.07,-0.1,-0.1
ITA-Serie A,2024-25,Lazio,Mattia Zaccagni,ITA,FW,29,1995,29.8,8,46,14,30.4,1.54,0.47,0.13,0.43,17.3,2,2,2,6.4,4.9,0.11,1.6,1.1
ITA-Serie A,2024-25,Lazio,Mattéo Guendouzi,FRA,MF,25,1999,36.3,1,27,8,29.6,0.74,0.22,0.04,0.13,20.5,0,0,0,1.4,1.4,0.05,-0.4,-0.4
ITA-Serie A,2024-25,Lazio,Matías Vecino,URU,MF,32,1991,9.7,2,16,4,25.0,1.64,0.41,0.13,0.5,11.9,0,0,0,2.3,2.3,0.14,-0.3,-0.3
ITA-Serie A,2024-25,Lazio,Nicolò Casale,ITA,DF,26,1998,1.5,0,1,1,100.0,0.67,0.67,0.0,0.0,11.4,0,0,0,0.0,0.0,0.04,0.0,0.0
ITA-Serie A,2024-25,Lazio,Nicolò Rovella,ITA,MF,22,2001,30.2,0,28,8,28.6,0.93,0.26,0.0,0.0,23.4,2,0,0,1.5,1.5,0.06,-1.5,-1.5
ITA-Serie A,2024-25,Lazio,Nuno Tavares,POR,DF,24,2000,18.7,0,28,5,17.9,1.49,0.27,0.0,0.0,24.6,5,0,0,1.1,1.1,0.04,-1.1,-1.1
ITA-Serie A,2024-25,Lazio,Oliver Nielsen,DEN,DF,21,2003,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Lazio,Patric,ESP,DF,31,1993,6.7,1,2,1,50.0,0.3,0.15,0.5,1.0,5.1,0,0,0,1.1,1.1,0.53,-0.1,-0.1
ITA-Serie A,2024-25,Lazio,Pedro,ESP,"FW,MF",37,1987,12.2,10,37,16,43.2,3.02,1.31,0.22,0.5,19.1,0,2,2,5.3,3.8,0.1,4.7,4.2
ITA-Serie A,2024-25,Lazio,Reda Belahyane,MAR,MF,20,2004,2.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Lazio,Samuel Gigot,FRA,DF,30,1993,7.6,2,4,3,75.0,0.53,0.4,0.5,0.67,8.5,0,0,0,1.3,1.3,0.33,0.7,0.7
ITA-Serie A,2024-25,Lazio,Tijjani Noslin,NED,"FW,MF",25,1999,9.6,2,19,6,31.6,1.99,0.63,0.11,0.33,12.6,0,0,0,2.0,2.0,0.11,0.0,0.0
ITA-Serie A,2024-25,Lazio,Valentín Castellanos,ARG,FW,25,1998,26.5,10,105,36,34.3,3.96,1.36,0.08,0.22,16.8,3,2,3,13.4,11.3,0.11,-3.4,-3.3
ITA-Serie A,2024-25,Lecce,Andy Pelmard,FRA,DF,24,2000,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Lecce,Ante Rebić,CRO,"FW,MF",30,1993,8.8,1,13,5,38.5,1.48,0.57,0.08,0.2,16.7,0,0,0,2.1,2.1,0.16,-1.1,-1.1
ITA-Serie A,2024-25,Lecce,Antonino Gallo,ITA,DF,24,2000,29.0,0,9,3,33.3,0.31,0.1,0.0,0.0,23.9,2,0,0,0.3,0.3,0.03,-0.3,-0.3
ITA-Serie A,2024-25,Lecce,Balthazar Pierret,FRA,MF,24,2000,19.1,0,6,0,0.0,0.31,0.0,0.0,,23.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ITA-Serie A,2024-25,Lecce,Danilo Veiga,POR,DF,21,2002,4.2,0,5,0,0.0,1.2,0.0,0.0,,17.1,0,0,0,0.6,0.6,0.12,-0.6,-0.6
ITA-Serie A,2024-25,Lecce,Federico Baschirotto,ITA,DF,27,1996,38.0,2,22,8,36.4,0.58,0.21,0.09,0.25,11.8,0,0,0,1.2,1.2,0.06,0.8,0.8
ITA-Serie A,2024-25,Lecce,Filip Marchwiński,POL,MF,22,2002,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Lecce,Frederic Guilbert,FRA,DF,29,1994,27.1,0,11,0,0.0,0.41,0.0,0.0,,25.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3
ITA-Serie A,2024-25,Lecce,Gaby Jean,FRA,DF,24,2000,15.4,0,1,1,100.0,0.06,0.06,0.0,0.0,12.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1
ITA-Serie A,2024-25,Lecce,Hamza Rafia,TUN,MF,25,1999,11.8,0,10,2,20.0,0.85,0.17,0.0,0.0,23.3,1,0,0,0.5,0.5,0.05,-0.5,-0.5
ITA-Serie A,2024-25,Lecce,Jesper Karlsson,SWE,FW,26,1998,5.5,1,9,4,44.4,1.64,0.73,0.0,0.0,22.1,2,1,1,1.5,0.7,0.07,-0.5,-0.7
ITA-Serie A,2024-25,Lecce,Kevin Bonifazi,ITA,DF,28,1996,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Lecce,Kialonda,ANG,DF,26,1997,23.8,0,16,0,0.0,0.67,0.0,0.0,,10.7,0,0,0,1.1,1.1,0.07,-1.1,-1.1
ITA-Serie A,2024-25,Lecce,Konan N'dri,CIV,"FW,MF",23,2000,3.4,0,9,2,22.2,2.65,0.59,0.0,0.0,19.2,0,0,0,0.5,0.5,0.06,-0.5,-0.5
ITA-Serie A,2024-25,Lecce,Lameck Banda,ZAM,"FW,MF",23,2001,6.8,0,17,4,23.5,2.51,0.59,0.0,0.0,19.7,0,0,0,1.2,1.2,0.07,-1.2,-1.2
ITA-Serie A,2024-25,Lecce,Lassana Coulibaly,MLI,MF,28,1996,29.6,1,9,3,33.3,0.3,0.1,0.11,0.33,18.7,0,0,0,0.8,0.8,0.09,0.2,0.2
ITA-Serie A,2024-25,Lecce,Marco Sala,ITA,DF,25,1999,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Lecce,Medon Berisha,ALB,MF,20,2003,8.0,0,24,6,25.0,3.02,0.75,0.0,0.0,26.7,2,0,0,0.7,0.7,0.03,-0.7,-0.7
ITA-Serie A,2024-25,Lecce,Mohamed Kaba,FRA,MF,22,2001,5.0,0,4,0,0.0,0.8,0.0,0.0,,12.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3
ITA-Serie A,2024-25,Lecce,Nicola Sansone,ITA,"MF,FW",32,1991,0.7,0,3,1,33.3,4.15,1.38,0.0,0.0,26.0,2,0,0,0.2,0.2,0.07,-0.2,-0.2
ITA-Serie A,2024-25,Lecce,Nikola Krstović,MNE,FW,24,2000,34.0,11,134,38,28.4,3.95,1.12,0.07,0.24,18.8,6,2,3,12.1,9.7,0.07,-1.1,-0.7
ITA-Serie A,2024-25,Lecce,Patrick Dorgu,DEN,"DF,FW",19,2004,20.4,3,36,10,27.8,1.76,0.49,0.08,0.3,19.0,0,0,0,3.3,3.3,0.09,-0.3,-0.3
ITA-Serie A,2024-25,Lecce,Rareș-Cătălin Burnete,ROU,FW,20,2004,0.3,0,1,0,0.0,3.21,0.0,0.0,,16.0,0,0,0,0.1,0.1,0.08,-0.1,-0.1
ITA-Serie A,2024-25,Lecce,Remi Oudin,FRA,"MF,FW",27,1996,3.3,0,3,1,33.3,0.9,0.3,0.0,0.0,28.0,2,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2024-25,Lecce,Santiago Pierotti,ARG,FW,23,2001,21.5,4,32,7,21.9,1.49,0.33,0.13,0.57,15.1,0,0,0,3.1,3.1,0.1,0.9,0.9
ITA-Serie A,2024-25,Lecce,Tete Morente,ESP,"FW,MF",27,1996,22.5,3,41,13,31.7,1.83,0.58,0.07,0.23,20.8,0,0,0,2.9,2.9,0.07,0.1,0.1
ITA-Serie A,2024-25,Lecce,Tiago Gabriel,POR,DF,19,2004,1.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Lecce,Valentin Gendrey,FRA,DF,24,2000,2.0,0,2,0,0.0,1.0,0.0,0.0,,12.2,0,0,0,0.2,0.2,0.09,-0.2,-0.2
ITA-Serie A,2024-25,Lecce,Wladimiro Falcone,ITA,GK,29,1995,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Lecce,Ylber Ramadani,ALB,MF,28,1996,20.1,1,17,6,35.3,0.85,0.3,0.06,0.17,25.7,0,0,0,0.6,0.6,0.04,0.4,0.4
ITA-Serie A,2024-25,Lecce,Þórir Jóhann Helgason,ISL,MF,23,2000,12.8,0,16,5,31.3,1.25,0.39,0.0,0.0,20.8,5,0,0,1.2,1.2,0.08,-1.2,-1.2
ITA-Serie A,2024-25,Milan,Alejandro Jiménez,ESP,"DF,FW",19,2005,14.1,0,15,5,33.3,1.07,0.36,0.0,0.0,22.1,0,0,0,0.8,0.8,0.06,-0.8,-0.8
