league,season,team,player,nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err
ITA-Serie A,2023-24,Frosinone,Michele Cerofolini,ITA,GK,24,1999,7.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1
ITA-Serie A,2023-24,Frosinone,Nadir Zortea,ITA,DF,24,1999,14.0,21,14,8,13,0,10,22,45.5,12,13,5,8,4,25,29,1
ITA-Serie A,2023-24,Frosinone,Pol Lirola,ESP,DF,25,1997,17.1,30,18,14,15,1,17,35,48.6,18,12,1,11,19,49,41,1
ITA-Serie A,2023-24,Frosinone,Przemysław Szymiński,POL,MF,29,1994,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
ITA-Serie A,2023-24,Frosinone,Reinier,BRA,"MF,FW",21,2002,11.8,21,10,6,12,3,5,17,29.4,12,24,4,20,10,31,5,0
ITA-Serie A,2023-24,Frosinone,Riccardo Marchizza,ITA,DF,25,1998,12.8,7,6,4,3,0,3,13,23.1,10,10,2,8,7,14,33,0
ITA-Serie A,2023-24,Frosinone,Simone Romagnoli,ITA,DF,33,1990,30.2,35,15,23,11,1,15,20,75.0,5,51,36,15,29,64,147,0
ITA-Serie A,2023-24,Frosinone,Stefano Turati,ITA,GK,21,2001,30.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,3
ITA-Serie A,2023-24,Frosinone,Walid Cheddira,MAR,FW,25,1998,23.6,12,7,1,8,3,4,8,50.0,4,6,1,5,5,17,10,0
ITA-Serie A,2023-24,Genoa,Aarón Martín,ESP,DF,26,1997,15.3,21,10,7,10,4,9,22,40.9,13,12,4,8,9,30,15,0
ITA-Serie A,2023-24,Genoa,Alan Matturro,URU,DF,18,2004,1.2,1,1,1,0,0,1,1,100.0,0,6,3,3,2,3,4,0
ITA-Serie A,2023-24,Genoa,Albert Guðmundsson,ISL,"FW,MF",26,1997,33.5,23,10,8,10,5,12,44,27.3,32,15,2,13,11,34,13,0
ITA-Serie A,2023-24,Genoa,Alessandro Vogliacco,ITA,DF,24,1998,13.0,23,15,14,8,1,12,15,80.0,3,16,10,6,30,53,40,1
ITA-Serie A,2023-24,Genoa,Berkan Kutlu,TUR,MF,25,1998,2.2,6,4,5,1,0,3,6,50.0,3,3,0,3,4,10,5,0
ITA-Serie A,2023-24,Genoa,Caleb Ekuban,GHA,FW,29,1994,12.6,8,4,2,4,2,5,9,55.6,4,11,3,8,1,9,7,0
ITA-Serie A,2023-24,Genoa,Christos Papadopoulos,GRE,FW,18,2004,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Genoa,Daniele Sommariva,ITA,GK,26,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Genoa,David Akpan Ankeye,NGA,FW,21,2002,0.6,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0
ITA-Serie A,2023-24,Genoa,Davide Biraschi,ITA,DF,29,1994,1.0,3,3,1,2,0,1,3,33.3,2,0,0,0,2,5,5,0
ITA-Serie A,2023-24,Genoa,Djed Spence,ENG,DF,22,2000,9.5,16,10,12,4,0,8,10,80.0,2,20,5,15,8,24,28,0
ITA-Serie A,2023-24,Genoa,Emil Bohinen,NOR,MF,24,1999,0.6,1,1,0,1,0,0,0,,0,1,0,1,0,1,3,0
ITA-Serie A,2023-24,Genoa,Filip Jagiełło,POL,MF,25,1997,0.4,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,0,0
ITA-Serie A,2023-24,Genoa,George Pușcaș,ROU,FW,27,1996,2.1,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,1,0
ITA-Serie A,2023-24,Genoa,Giorgio Cittadini,ITA,DF,21,2002,1.2,5,4,4,1,0,3,3,100.0,0,1,0,1,3,8,5,0
ITA-Serie A,2023-24,Genoa,Johan Vásquez,MEX,DF,24,1998,31.7,51,33,38,11,2,32,50,64.0,18,50,26,24,45,96,113,0
ITA-Serie A,2023-24,Genoa,Josep Martinez,ESP,GK,25,1998,36.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,21,3
ITA-Serie A,2023-24,Genoa,Junior Messias,BRA,"MF,DF",32,1991,11.7,26,20,19,5,2,8,19,42.1,11,9,1,8,5,31,22,0
ITA-Serie A,2023-24,Genoa,Kevin Strootman,NED,MF,33,1990,13.4,34,19,13,18,3,15,31,48.4,16,20,6,14,7,41,22,0
ITA-Serie A,2023-24,Genoa,Koni De Winter,BEL,DF,21,2002,26.4,44,25,26,13,5,21,31,67.7,10,30,10,20,21,65,78,0
ITA-Serie A,2023-24,Genoa,Mateo Retegui,ITA,FW,24,1999,24.6,17,9,7,8,2,6,20,30.0,14,18,2,16,0,17,30,0
ITA-Serie A,2023-24,Genoa,Mattia Bani,ITA,DF,29,1993,25.6,26,10,18,7,1,11,22,50.0,11,51,31,20,22,48,116,1
ITA-Serie A,2023-24,Genoa,Milan Badelj,CRO,MF,34,1989,28.2,51,27,23,24,4,24,61,39.3,37,45,13,32,50,101,54,1
ITA-Serie A,2023-24,Genoa,Morten Frendrup,DEN,MF,22,2001,34.9,133,72,47,70,16,55,91,60.4,36,55,14,41,51,184,42,1
ITA-Serie A,2023-24,Genoa,Morten Thorsby,NOR,MF,27,1996,12.9,19,11,9,8,2,7,14,50.0,7,21,5,16,4,23,20,0
ITA-Serie A,2023-24,Genoa,Nicola Leali,ITA,GK,30,1993,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Genoa,Pablo Galdames Millán,CHI,"MF,DF",26,1996,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
ITA-Serie A,2023-24,Genoa,Radu Drăgușin,ROU,DF,21,2002,19.0,16,11,9,6,1,8,9,88.9,1,18,12,6,21,37,87,3
ITA-Serie A,2023-24,Genoa,Ridgeciano Haps,SUR,DF,30,1993,8.6,7,6,3,2,2,5,8,62.5,3,3,0,3,6,13,11,1
ITA-Serie A,2023-24,Genoa,Ruslan Malinovskyi,UKR,MF,30,1993,17.2,35,20,18,11,6,17,41,41.5,24,22,8,14,5,40,16,0
ITA-Serie A,2023-24,Genoa,Seydou Fini,ITA,"DF,FW",17,2006,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Genoa,Silvan Hefti,SUI,"MF,DF",25,1997,1.3,6,1,2,3,1,4,7,57.1,3,2,0,2,0,6,1,0
ITA-Serie A,2023-24,Genoa,Stefano Sabelli,ITA,DF,30,1993,27.0,50,24,28,19,3,15,46,32.6,31,27,6,21,23,73,35,0
ITA-Serie A,2023-24,Genoa,Vitinha,POR,"FW,MF",23,2000,3.2,2,2,1,0,1,1,2,50.0,1,2,0,2,0,2,2,0
ITA-Serie A,2023-24,Hellas Verona,Alphadjo Cissè,ITA,FW,16,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Hellas Verona,Bruno Amione,ARG,DF,21,2002,6.4,11,3,9,2,0,4,5,80.0,1,4,2,2,9,20,19,2
ITA-Serie A,2023-24,Hellas Verona,Charlys,BRA,MF,19,2004,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
ITA-Serie A,2023-24,Hellas Verona,Cyril Ngonge,BEL,"FW,MF",23,2000,15.9,14,9,5,3,6,5,14,35.7,9,7,1,6,4,18,10,0
ITA-Serie A,2023-24,Hellas Verona,Daniel Bandeira,POR,MF,23,2000,5.0,6,5,1,4,1,3,7,42.9,4,3,0,3,3,9,9,0
ITA-Serie A,2023-24,Hellas Verona,Darko Lazović,SRB,"FW,MF",32,1990,21.4,26,16,11,6,9,16,31,51.6,15,10,1,9,6,32,14,0
ITA-Serie A,2023-24,Hellas Verona,Davide Faraoni,ITA,DF,31,1991,6.7,13,10,5,6,2,7,10,70.0,3,9,5,4,6,19,21,0
ITA-Serie A,2023-24,Hellas Verona,Diego Coppola,ITA,DF,19,2003,18.2,36,22,25,9,2,20,33,60.6,13,26,9,17,27,63,89,1
ITA-Serie A,2023-24,Hellas Verona,Elayis Tavsan,NED,"MF,FW",22,2001,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
ITA-Serie A,2023-24,Hellas Verona,Fabien Centonze,FRA,DF,27,1996,7.5,14,8,10,4,0,5,10,50.0,5,14,2,12,10,24,18,0
ITA-Serie A,2023-24,Hellas Verona,Federico Bonazzoli,ITA,"FW,MF",26,1997,11.3,4,1,1,3,0,1,8,12.5,7,9,1,8,3,7,3,0
ITA-Serie A,2023-24,Hellas Verona,Filippo Terracciano,ITA,DF,20,2003,14.4,30,19,23,6,1,17,31,54.8,14,24,6,18,20,50,17,0
ITA-Serie A,2023-24,Hellas Verona,Giangiacomo Magnani,ITA,DF,27,1995,27.2,33,18,23,10,0,15,25,60.0,10,50,28,22,45,78,118,0
ITA-Serie A,2023-24,Hellas Verona,Isak Hien,SWE,DF,24,1999,9.6,17,10,10,7,0,10,19,52.6,9,12,5,7,7,24,33,1
ITA-Serie A,2023-24,Hellas Verona,Jackson Tchatchoua,CMR,DF,21,2001,19.2,39,26,25,12,2,23,48,47.9,25,17,7,10,23,62,49,2
ITA-Serie A,2023-24,Hellas Verona,Jordi Mboula,ESP,"FW,MF",24,1999,3.4,4,4,1,2,1,4,7,57.1,3,4,1,3,1,5,0,0
ITA-Serie A,2023-24,Hellas Verona,Josh Doig,SCO,DF,21,2002,9.2,16,9,9,7,0,13,17,76.5,4,12,3,9,4,20,17,1
ITA-Serie A,2023-24,Hellas Verona,Juan Cruz,ARG,"FW,MF",24,1999,1.2,2,2,0,0,2,0,0,,0,1,0,1,1,3,0,0
ITA-Serie A,2023-24,Hellas Verona,Juan David Cabal,COL,DF,22,2001,16.6,36,27,19,14,3,18,29,62.1,11,30,9,21,26,62,55,2
ITA-Serie A,2023-24,Hellas Verona,Karol Świderski,POL,"FW,MF",26,1997,5.6,7,3,1,3,3,2,3,66.7,1,6,4,2,1,8,8,0
ITA-Serie A,2023-24,Hellas Verona,Lorenzo Montipò,ITA,GK,27,1996,37.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,25,2
ITA-Serie A,2023-24,Hellas Verona,Martin Hongla,CMR,MF,25,1998,12.0,24,13,9,13,2,8,11,72.7,3,8,3,5,7,31,24,0
ITA-Serie A,2023-24,Hellas Verona,Michael Folorunsho,ITA,"MF,FW",25,1998,30.9,50,28,21,22,7,23,57,40.4,34,45,12,33,17,67,44,2
ITA-Serie A,2023-24,Hellas Verona,Milan Đurić,BIH,FW,33,1990,13.4,1,0,0,0,1,0,3,0.0,3,0,0,0,1,2,13,0
ITA-Serie A,2023-24,Hellas Verona,Ondrej Duda,SVK,MF,28,1994,27.3,59,39,17,35,7,31,52,59.6,21,29,12,17,26,85,21,0
ITA-Serie A,2023-24,Hellas Verona,Paweł Dawidowicz,POL,DF,28,1995,23.8,53,30,33,18,2,17,29,58.6,12,17,9,8,24,77,114,1
ITA-Serie A,2023-24,Hellas Verona,Reda Belahyane,MAR,MF,19,2004,1.0,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0
ITA-Serie A,2023-24,Hellas Verona,Riccardo Saponara,ITA,"FW,MF",31,1991,3.8,3,1,2,0,1,1,7,14.3,6,4,0,4,0,3,2,0
ITA-Serie A,2023-24,Hellas Verona,Rúben Vinagre,POR,"DF,FW",24,1999,3.1,4,2,1,1,2,3,4,75.0,1,6,3,3,1,5,4,0
ITA-Serie A,2023-24,Hellas Verona,Simone Perilli,ITA,GK,28,1995,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Hellas Verona,Stefan Mitrović,SRB,"FW,MF",20,2002,4.3,6,3,0,5,1,2,5,40.0,3,6,1,5,0,6,4,0
ITA-Serie A,2023-24,Hellas Verona,Suat Serdar,GER,MF,26,1997,18.4,51,39,24,23,4,22,45,48.9,23,29,7,22,20,71,25,1
ITA-Serie A,2023-24,Hellas Verona,Thomas Henry,FRA,FW,28,1994,3.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0
ITA-Serie A,2023-24,Hellas Verona,Tijjani Noslin,NED,"FW,MF",24,1999,14.9,18,8,5,7,6,6,16,37.5,10,17,2,15,2,20,14,0
ITA-Serie A,2023-24,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",21,2002,23.2,42,30,11,22,9,15,47,31.9,32,15,0,15,6,48,8,0
ITA-Serie A,2023-24,Hellas Verona,Yayah Kallon,SLE,FW,22,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Inter,Alessandro Bastoni,ITA,DF,24,1999,25.2,46,33,31,12,3,26,40,65.0,14,25,11,14,23,69,48,1
ITA-Serie A,2023-24,Inter,Alexis Sánchez,CHI,"FW,MF",34,1988,8.5,7,6,0,5,2,1,4,25.0,3,4,1,3,1,8,3,0
ITA-Serie A,2023-24,Inter,Benjamin Pavard,FRA,DF,27,1996,18.6,34,21,21,11,2,20,24,83.3,4,25,15,10,32,66,44,1
ITA-Serie A,2023-24,Inter,Carlos Augusto,BRA,DF,24,1999,19.2,29,21,20,9,0,15,22,68.2,7,20,8,12,16,45,52,0
ITA-Serie A,2023-24,Inter,Davide Frattesi,ITA,MF,23,1999,10.6,10,6,3,7,0,4,8,50.0,4,9,3,6,5,15,19,0
ITA-Serie A,2023-24,Inter,Davy Klaassen,NED,MF,30,1993,2.3,4,2,0,4,0,1,3,33.3,2,5,1,4,3,7,4,0
ITA-Serie A,2023-24,Inter,Denzel Dumfries,NED,DF,27,1996,18.2,22,13,9,11,2,9,23,39.1,14,15,6,9,12,34,33,1
ITA-Serie A,2023-24,Inter,Ebenezer Akinsanmiro,NGA,MF,18,2004,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Inter,Emil Audero,IDN,GK,26,1997,3.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ITA-Serie A,2023-24,Inter,Federico Dimarco,ITA,DF,25,1997,23.1,42,25,19,14,9,17,35,48.6,18,18,3,15,9,51,34,1
ITA-Serie A,2023-24,Inter,Francesco Acerbi,ITA,DF,35,1988,26.5,22,13,16,6,0,11,14,78.6,3,20,13,7,32,54,77,1
ITA-Serie A,2023-24,Inter,Hakan Çalhanoğlu,TUR,MF,29,1994,28.4,66,33,29,29,8,32,49,65.3,17,29,13,16,24,90,22,0
ITA-Serie A,2023-24,Inter,Henrikh Mkhitaryan,ARM,MF,34,1989,30.9,62,34,18,35,9,24,49,49.0,25,23,4,19,29,91,43,0
ITA-Serie A,2023-24,Inter,Juan Cuadrado,COL,DF,35,1988,3.0,4,3,2,2,0,3,5,60.0,2,6,1,5,1,5,2,0
ITA-Serie A,2023-24,Inter,Kristjan Asllani,ALB,MF,21,2002,8.7,7,2,3,4,0,2,11,18.2,9,9,3,6,11,18,8,0
ITA-Serie A,2023-24,Inter,Lautaro Martínez,ARG,FW,25,1997,29.5,22,16,4,13,5,4,19,21.1,15,30,1,29,20,42,10,0
ITA-Serie A,2023-24,Inter,Lucien Agoume,FRA,MF,21,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Inter,Marcus Thuram,FRA,FW,25,1997,29.9,23,15,9,9,5,4,13,30.8,9,26,3,23,4,27,19,0
ITA-Serie A,2023-24,Inter,Marko Arnautović,AUT,FW,34,1989,8.9,10,4,3,5,2,4,7,57.1,3,8,1,7,5,15,5,0
ITA-Serie A,2023-24,Inter,Matteo Darmian,ITA,DF,33,1989,26.7,48,22,23,15,10,20,53,37.7,33,27,11,16,13,61,55,0
ITA-Serie A,2023-24,Inter,Nicolò Barella,ITA,MF,26,1997,31.6,46,30,17,20,9,19,63,30.2,44,31,1,30,10,56,12,1
ITA-Serie A,2023-24,Inter,Raffaele Di Gennaro,ITA,GK,29,1993,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Inter,Stefan de Vrij,NED,DF,31,1992,17.6,18,13,13,4,1,8,15,53.3,7,22,10,12,24,42,51,0
ITA-Serie A,2023-24,Inter,Stefano Sensi,ITA,MF,27,1995,0.5,1,1,0,1,0,1,3,33.3,2,1,0,1,1,2,0,0
ITA-Serie A,2023-24,Inter,Tajon Buchanan,CAN,DF,24,1999,1.8,1,1,0,0,1,1,2,50.0,1,1,0,1,0,1,4,0
ITA-Serie A,2023-24,Inter,Yann Aurel Bisseck,GER,DF,22,2000,10.0,14,6,10,3,1,6,9,66.7,3,10,7,3,5,19,23,0
ITA-Serie A,2023-24,Inter,Yann Sommer,SUI,GK,34,1988,34.0,2,1,2,0,0,2,2,100.0,0,1,0,1,0,2,7,1
ITA-Serie A,2023-24,Juventus,Adrien Rabiot,FRA,MF,28,1995,29.5,58,39,22,30,6,30,45,66.7,15,26,6,20,25,83,34,0
ITA-Serie A,2023-24,Juventus,Alex Sandro,BRA,DF,32,1991,8.0,13,7,7,6,0,4,5,80.0,1,13,7,6,15,28,23,0
ITA-Serie A,2023-24,Juventus,Andrea Cambiaso,ITA,"DF,FW",23,2000,26.4,47,30,23,15,9,25,43,58.1,18,28,3,25,11,58,26,1
ITA-Serie A,2023-24,Juventus,Arkadiusz Milik,POL,FW,29,1994,10.2,9,5,2,5,2,3,5,60.0,2,7,1,6,5,14,3,0
ITA-Serie A,2023-24,Juventus,Carlo Pinsoglio,ITA,GK,33,1990,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Juventus,Carlos Alcaraz,ARG,MF,20,2002,4.2,6,6,0,6,0,5,10,50.0,5,5,2,3,5,11,4,0
ITA-Serie A,2023-24,Juventus,Daniele Rugani,ITA,DF,29,1994,13.2,11,9,7,3,1,4,5,80.0,1,11,4,7,9,20,42,0
ITA-Serie A,2023-24,Juventus,Danilo,BRA,DF,32,1991,27.2,60,36,38,18,4,32,48,66.7,16,34,15,19,37,97,94,0
ITA-Serie A,2023-24,Juventus,Dean Huijsen,ESP,DF,18,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ITA-Serie A,2023-24,Juventus,Dušan Vlahović,SRB,FW,23,2000,25.6,9,5,0,6,3,4,11,36.4,7,4,2,2,1,10,11,0
ITA-Serie A,2023-24,Juventus,Fabio Miretti,ITA,MF,19,2003,12.3,18,14,6,8,4,10,26,38.5,16,10,1,9,7,25,6,0
ITA-Serie A,2023-24,Juventus,Federico Chiesa,ITA,FW,25,1997,24.4,20,10,7,6,7,3,13,23.1,10,17,1,16,6,26,4,0
ITA-Serie A,2023-24,Juventus,Federico Gatti,ITA,DF,25,1998,29.3,33,19,16,16,1,19,24,79.2,5,26,15,11,19,52,90,1
ITA-Serie A,2023-24,Juventus,Filip Kostić,SRB,DF,30,1992,20.2,37,23,20,13,4,17,33,51.5,16,29,8,21,9,46,43,0
ITA-Serie A,2023-24,Juventus,Gleison Bremer,BRA,DF,26,1997,35.9,58,42,32,21,5,21,29,72.4,8,45,27,18,40,98,147,0
ITA-Serie A,2023-24,Juventus,Hans Nicolussi Caviglia,ITA,MF,23,2000,3.0,5,2,1,3,1,4,6,66.7,2,5,1,4,0,5,2,0
ITA-Serie A,2023-24,Juventus,Joseph Nonge,BEL,MF,18,2005,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ITA-Serie A,2023-24,Juventus,Kenan Yıldız,TUR,"FW,MF",18,2005,10.6,13,9,5,6,2,4,8,50.0,4,6,0,6,1,14,4,0
ITA-Serie A,2023-24,Juventus,Leonardo Cerri,ITA,DF,20,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Juventus,Manuel Locatelli,ITA,MF,25,1998,33.4,69,43,24,35,10,31,58,53.4,27,43,17,26,25,94,65,0
ITA-Serie A,2023-24,Juventus,Mattia De Sciglio,ITA,DF,30,1992,0.5,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0
ITA-Serie A,2023-24,Juventus,Mattia Perin,ITA,GK,30,1992,2.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ITA-Serie A,2023-24,Juventus,Moise Kean,ITA,FW,23,2000,7.3,7,4,3,2,2,1,3,33.3,2,4,1,3,2,9,5,0
ITA-Serie A,2023-24,Juventus,Nicolò Fagioli,ITA,MF,22,2001,4.9,5,3,1,3,1,3,7,42.9,4,3,0,3,4,9,1,0
ITA-Serie A,2023-24,Juventus,Nikola Sekulov,ITA,FW,21,2002,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Juventus,Paul Pogba,FRA,MF,30,1993,0.6,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,1,0
ITA-Serie A,2023-24,Juventus,Samuel Iling-Junior,ENG,"DF,MF",19,2003,9.0,23,13,9,11,3,11,18,61.1,7,17,5,12,6,29,19,0
ITA-Serie A,2023-24,Juventus,Tiago Djaló,POR,DF,23,2000,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
ITA-Serie A,2023-24,Juventus,Timothy Weah,USA,"DF,FW",23,2000,14.0,27,20,16,8,3,15,20,75.0,5,12,1,11,5,32,15,0
ITA-Serie A,2023-24,Juventus,Weston McKennie,USA,"MF,DF",24,1998,28.8,48,29,31,11,6,17,27,63.0,10,28,7,21,18,66,69,0
ITA-Serie A,2023-24,Juventus,Wojciech Szczęsny,POL,GK,33,1990,35.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,11,2
ITA-Serie A,2023-24,Lazio,Adam Marušić,MNE,DF,30,1992,34.4,45,31,24,19,2,27,49,55.1,22,27,7,20,29,74,63,2
ITA-Serie A,2023-24,Lazio,Alessio Romagnoli,ITA,DF,28,1995,26.8,25,18,14,11,0,16,24,66.7,8,29,17,12,29,54,115,0
ITA-Serie A,2023-24,Lazio,Christos Mandas,GRE,GK,21,2001,8.0,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,3,1
ITA-Serie A,2023-24,Lazio,Ciro Immobile,ITA,FW,33,1990,18.4,11,9,2,5,4,3,14,21.4,11,9,3,6,5,16,11,0
ITA-Serie A,2023-24,Lazio,Daichi Kamada,JPN,MF,26,1996,17.2,53,36,22,22,9,28,52,53.8,24,24,5,19,18,71,7,0
ITA-Serie A,2023-24,Lazio,Danilo Cataldi,ITA,MF,28,1994,15.1,24,12,7,16,1,8,18,44.4,10,15,7,8,17,41,19,1
ITA-Serie A,2023-24,Lazio,Elseid Hysaj,ALB,DF,29,1994,13.3,24,14,8,13,3,15,24,62.5,9,16,6,10,17,41,31,0
ITA-Serie A,2023-24,Lazio,Felipe Anderson,BRA,"FW,MF",30,1993,30.8,78,45,32,33,13,34,90,37.8,56,45,3,42,27,105,23,0
ITA-Serie A,2023-24,Lazio,Gustav Isaksen,DEN,FW,22,2001,11.9,4,3,2,1,1,1,9,11.1,8,11,1,10,4,8,4,0
ITA-Serie A,2023-24,Lazio,Ivan Provedel,ITA,GK,29,1994,30.0,1,0,1,0,0,1,3,33.3,2,0,0,0,0,1,12,1
ITA-Serie A,2023-24,Lazio,Luca Pellegrini,ITA,DF,24,1999,8.7,18,13,7,10,1,9,17,52.9,8,7,3,4,9,27,20,0
ITA-Serie A,2023-24,Lazio,Luis Alberto,ESP,MF,30,1992,25.7,35,20,16,12,7,15,53,28.3,38,34,4,30,7,42,13,0
ITA-Serie A,2023-24,Lazio,Manuel Lazzari,ITA,DF,29,1993,18.6,26,18,13,10,3,18,28,64.3,10,20,4,16,12,38,37,1
ITA-Serie A,2023-24,Lazio,Mario Gila,ESP,DF,22,2000,20.1,32,14,23,8,1,19,34,55.9,15,27,14,13,20,52,69,0
ITA-Serie A,2023-24,Lazio,Mattia Zaccagni,ITA,"FW,MF",28,1995,21.7,27,16,11,15,1,9,21,42.9,12,26,2,24,21,48,15,0
ITA-Serie A,2023-24,Lazio,Mattéo Guendouzi,FRA,MF,24,1999,26.3,34,15,11,18,5,21,49,42.9,28,24,6,18,21,55,24,1
ITA-Serie A,2023-24,Lazio,Matías Vecino,URU,MF,31,1991,12.8,32,17,12,20,0,20,31,64.5,11,17,5,12,12,44,21,0
ITA-Serie A,2023-24,Lazio,Nicolò Casale,ITA,DF,25,1998,17.3,15,9,13,2,0,6,15,40.0,9,19,16,3,12,27,61,0
ITA-Serie A,2023-24,Lazio,Nicolò Rovella,ITA,MF,21,2001,14.6,46,28,25,17,4,16,36,44.4,20,27,6,21,23,69,29,0
ITA-Serie A,2023-24,Lazio,Patric,ESP,DF,30,1993,17.9,13,8,10,3,0,8,18,44.4,10,15,9,6,6,19,44,0
ITA-Serie A,2023-24,Lazio,Pedro,ESP,"FW,MF",36,1987,9.1,16,12,5,7,4,3,12,25.0,9,16,2,14,3,19,1,0
ITA-Serie A,2023-24,Lazio,Valentín Castellanos,ARG,FW,24,1998,18.7,22,10,1,12,9,6,20,30.0,14,22,2,20,2,24,18,0
ITA-Serie A,2023-24,Lecce,Ahmed Touba,ALG,DF,25,1998,3.1,6,4,3,3,0,3,4,75.0,1,4,3,1,7,13,20,0
ITA-Serie A,2023-24,Lecce,Alexis Blin,FRA,MF,26,1996,18.2,33,19,11,19,3,15,43,34.9,28,16,2,14,22,55,39,0
ITA-Serie A,2023-24,Lecce,Antonino Gallo,ITA,DF,23,2000,27.7,43,27,31,11,1,31,49,63.3,18,34,9,25,25,68,67,0
ITA-Serie A,2023-24,Lecce,Federico Baschirotto,ITA,DF,26,1996,36.6,21,12,16,5,0,8,15,53.3,7,42,26,16,23,44,144,1
ITA-Serie A,2023-24,Lecce,Federico Di Francesco,ITA,"FW,MF",29,1994,0.2,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
ITA-Serie A,2023-24,Lecce,Gabriel Strefezza,BRA,FW,26,1997,12.4,24,17,8,7,9,14,20,70.0,6,17,0,17,7,31,11,0
ITA-Serie A,2023-24,Lecce,Hamza Rafia,TUN,MF,24,1999,13.4,44,31,13,27,4,13,30,43.3,17,27,1,26,11,55,13,0
ITA-Serie A,2023-24,Lecce,Jeppe Corfitzen,DEN,FW,18,2004,0.1,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
ITA-Serie A,2023-24,Lecce,Joan Gonzàlez,ESP,MF,21,2002,14.3,31,18,16,12,3,17,28,60.7,11,20,3,17,5,36,9,0
ITA-Serie A,2023-24,Lecce,Lameck Banda,ZAM,FW,22,2001,15.0,27,23,11,12,4,7,21,33.3,14,18,0,18,3,30,7,0
ITA-Serie A,2023-24,Lecce,Lorenzo Venuti,ITA,DF,28,1995,4.0,6,4,5,1,0,6,10,60.0,4,4,3,1,5,11,14,0
ITA-Serie A,2023-24,Lecce,Marcin Listkowski,POL,FW,25,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Lecce,Marin Pongračić,CRO,DF,25,1997,35.8,43,30,22,20,1,19,25,76.0,6,37,26,11,51,94,130,1
ITA-Serie A,2023-24,Lecce,Medon Berisha,ALB,"FW,MF",19,2003,2.3,3,1,3,0,0,0,2,0.0,2,2,2,0,1,4,0,0
ITA-Serie A,2023-24,Lecce,Mohamed Kaba,FRA,MF,21,2001,15.3,39,23,15,16,8,17,34,50.0,17,22,4,18,12,51,13,0
ITA-Serie A,2023-24,Lecce,Nicola Sansone,ITA,"FW,MF",31,1991,8.5,11,6,6,2,3,5,16,31.3,11,7,1,6,4,15,5,2
